ticker,ex_date,entry_price,exit_price,div_amount,shares,franking,gu_yield,entry_rsi,price_pnl,div_income,franking_credit,total_gu_pnl,ret_price,ret_gu,stopped_out,held_days
S32.AX,2025-03-06,3.6500000953674316,3.609999895095825,0.053973,136,1.0,0.021124461287589064,58.5607693131818,-5.940027236938477,7.340328,3.1458548571428575,4.546155620204381,-0.011966210881823272,0.009158250405765797,False,15
S32.AX,2025-09-18,2.609999895095825,2.740000009536743,0.039257,191,1.0,0.02148713824732532,32.47509676102371,24.330021858215332,7.498087,3.2134658571428574,35.04157471535819,0.04880548602057348,0.0702926242678988,False,15
STO.AX,2023-08-28,7.840000152587891,7.789999961853027,0.133996,63,1.0,0.024416180282811697,51.267956323949534,-3.6500120162963867,8.441748,3.6178920000000008,8.409627983703615,-0.007389884890786259,0.01702629539202544,False,15
STO.AX,2024-02-26,7.329999923706055,7.239999771118164,0.268289,68,1.0,0.052287858661561666,39.11991192040304,-6.6200103759765625,18.243652,7.818708,19.44234962402344,-0.013281459041972187,0.03900639961958949,False,15
STO.AX,2024-08-26,7.670000076293945,7.140441980434623,0.191051,65,1.0,0.035584093518272374,46.253191553498965,-34.92127623085593,0.0,0.0,-34.92127623085593,-0.07004568425131266,-0.07004568425131266,True,15
STO.AX,2025-02-24,7.019999980926514,6.65885567964051,0.163212,71,1.0,0.033213675303917466,51.60749433501259,-26.141245391306256,0.0,0.0,-26.141245391306256,-0.05244822732300583,-0.05244822732300583,True,15
STO.AX,2025-09-02,7.760000228881836,7.590000152587891,0.202909,64,1.0,0.037354380341528465,48.93457376605552,-11.3800048828125,12.986176,5.565504000000001,7.171675117187501,-0.022913991114606826,0.014440389226921637,False,15
FMG.AX,2023-09-04,21.059999465942383,19.346028760750247,1.0,23,1.0,0.06783340288691235,48.31018831448451,-39.921326219419115,0.0,0.0,-39.921326219419115,-0.0824173732024,-0.0824173732024,True,15
FMG.AX,2024-02-28,28.399999618530273,26.363202396177474,1.08,17,1.0,0.054325956464114464,51.87318492419824,-35.12555277999759,0.0,0.0,-35.12555277999759,-0.07275383854972073,-0.07275383854972073,True,15
FMG.AX,2024-09-04,18.309999465942383,16.426152163007295,0.89,27,1.0,0.06943902831856982,44.78683488027979,-51.363877179247375,0.0,0.0,-51.363877179247375,-0.10389764483566002,-0.10389764483566002,True,15
FMG.AX,2025-02-26,19.40999984741211,17.748987694841404,0.5,25,1.0,0.036799882529671854,54.9923651641299,-42.025303814267644,0.0,0.0,-42.025303814267644,-0.08660546964377391,-0.08660546964377391,True,15
FMG.AX,2025-09-01,19.709999084472656,18.205257089773596,0.6,25,1.0,0.04348771674059112,66.66995597775589,-38.1185498674765,0.0,0.0,-38.1185498674765,-0.07735880596261605,-0.07735880596261605,True,15
GNG.AX,2023-09-04,2.2899999618530273,2.1087312119751926,0.1,218,1.0,0.062383032854526954,59.28709000908913,-40.01658747336796,0.0,0.0,-40.01658747336796,-0.08015822310798236,-0.08015822310798236,True,15
GNG.AX,2024-03-04,2.3299999237060547,2.259999990463257,0.09,214,1.0,0.05518087243836696,50.40663307126062,-15.47998571395874,19.259999999999998,8.254285714285714,12.034300000326972,-0.031045658459023375,0.02413521397934359,False,15
GNG.AX,2024-09-02,1.909999966621399,1.7045969691065863,0.1,261,1.0,0.07479431693909558,46.96597023408954,-54.11018235136609,0.0,0.0,-54.11018235136609,-0.1085438271990127,-0.1085438271990127,True,15
GNG.AX,2025-03-04,2.859999895095825,2.583400923471012,0.1,174,1.0,0.04995005178220694,56.75495993669902,-48.62822106271753,0.0,0.0,-48.62822106271753,-0.09771767310985875,-0.09771767310985875,True,15
NWH.AX,2023-09-21,2.509999990463257,2.6700000762939453,0.08,199,1.0,0.04553215725894135,37.514685603111985,31.340017080307007,15.92,6.822857142857143,54.082874223164154,0.06274403331274576,0.10827619057168711,False,15
NWH.AX,2024-03-25,3.0,2.8499999046325684,0.065,166,1.0,0.030952380952380953,56.33259142067294,-25.400015830993652,10.790000000000001,4.6242857142857146,-9.985730116707938,-0.05100404785340091,-0.020051666901019956,False,15
NWH.AX,2024-09-19,3.3399999141693115,3.6500000953674316,0.09,149,1.0,0.03849444068126734,45.09913244036389,45.6900269985199,13.41,5.747142857142857,64.84716985566276,0.09180972586234297,0.13030416654361032,False,15
NWH.AX,2025-03-24,2.700000047683716,2.7100000381469727,0.07,185,1.0,0.03703703638293944,9.721047019079847,1.3499982357025146,12.950000000000001,5.550000000000001,19.849998235702515,0.0027026991228442207,0.039739735505783656,False,15
ARB.AX,2023-10-05,32.439998626708984,29.54608082864218,0.3,15,1.0,0.01321120365950234,45.84102739540448,-43.90876697100208,0.0,0.0,-43.90876697100208,-0.09023585867201704,-0.09023585867201704,True,15
ARB.AX,2025-04-02,34.0,30.37390805252148,0.34,14,1.0,0.014285714285714287,37.72212761123006,-51.265287264699296,0.0,0.0,-51.265287264699296,-0.1077001833292002,-0.1077001833292002,True,15
